index_7networks,name_7networks,x,y,z,index_17networks,name_17networks,17net,7net,index,region
999.0,7Networks_RH_Cont_pCun_2,6.0,-37.0,39.0,898.0,17Networks_RH_ContC_pCun_3,ContC,Cont,996,7Networks_RH_Cont_pCun_2
1000.0,7Networks_RH_Cont_pCun_4,8.0,-44.0,41.0,900.0,17Networks_RH_ContC_pCun_5,ContC,Cont,997,7Networks_RH_Cont_pCun_4
,,,,,,,StriatumLeft,Striatum,998,Left Thalamus
,,,,,,,StriatumLeft,Striatum,999,Left Caudate
,,,,,,,StriatumLeft,Striatum,1000,Left Putamen
,,,,,,,StriatumLeft,Striatum,1001,Left Pallidum
,,,,,,,StriatumLeft,Striatum,1002,Left Hippocampus
,,,,,,,StriatumLeft,Striatum,1003,Left Amygdala
,,,,,,,StriatumLeft,Striatum,1004,Left Accumbens
,,,,,,,StriatumRight,Striatum,1005,Right Thalamus
,,,,,,,StriatumRight,Striatum,1006,Right Caudate
,,,,,,,StriatumRight,Striatum,1007,Right Putamen
,,,,,,,StriatumRight,Striatum,1008,Right Pallidum
,,,,,,,StriatumRight,Striatum,1009,Right Hippocampus
,,,,,,,StriatumRight,Striatum,1010,Right Amygdala
,,,,,,,StriatumRight,Striatum,1011,Right Accumbens
