index_7networks,name_7networks,x,y,z,index_17networks,name_17networks,17net,7net,index,region
303.0,7Networks_LH_Limbic_TempPole_1,-29.0,1.0,-43.0,289.0,17Networks_LH_LimbicA_TempPole_1,LimbicA,Limbic,302,7Networks_LH_Limbic_TempPole_1
304.0,7Networks_LH_Limbic_TempPole_2,-43.0,-2.0,-43.0,290.0,17Networks_LH_LimbicA_TempPole_2,LimbicA,Limbic,303,7Networks_LH_Limbic_TempPole_2
305.0,7Networks_LH_Limbic_TempPole_3,-38.0,-11.0,-37.0,291.0,17Networks_LH_LimbicA_TempPole_3,LimbicA,Limbic,304,7Networks_LH_Limbic_TempPole_3
306.0,7Networks_LH_Limbic_TempPole_4,-28.0,-8.0,-34.0,292.0,17Networks_LH_LimbicA_TempPole_4,LimbicA,Limbic,305,7Networks_LH_Limbic_TempPole_4
307.0,7Networks_LH_Limbic_TempPole_5,-51.0,-14.0,-37.0,293.0,17Networks_LH_LimbicA_TempPole_5,LimbicA,Limbic,306,7Networks_LH_Limbic_TempPole_5
308.0,7Networks_LH_Limbic_TempPole_6,-19.0,-2.0,-31.0,294.0,17Networks_LH_LimbicA_TempPole_6,LimbicA,Limbic,307,7Networks_LH_Limbic_TempPole_6
309.0,7Networks_LH_Limbic_TempPole_7,-39.0,-18.0,-29.0,295.0,17Networks_LH_LimbicA_TempPole_7,LimbicA,Limbic,308,7Networks_LH_Limbic_TempPole_7
310.0,7Networks_LH_Limbic_TempPole_8,-37.0,17.0,-34.0,296.0,17Networks_LH_LimbicA_TempPole_8,LimbicA,Limbic,309,7Networks_LH_Limbic_TempPole_8
311.0,7Networks_LH_Limbic_TempPole_9,-27.0,7.0,-29.0,297.0,17Networks_LH_LimbicA_TempPole_9,LimbicA,Limbic,310,7Networks_LH_Limbic_TempPole_9
312.0,7Networks_LH_Limbic_TempPole_10,-44.0,-30.0,-22.0,298.0,17Networks_LH_LimbicA_TempPole_10,LimbicA,Limbic,311,7Networks_LH_Limbic_TempPole_10
313.0,7Networks_LH_Limbic_TempPole_11,-53.0,-31.0,-27.0,299.0,17Networks_LH_LimbicA_TempPole_11,LimbicA,Limbic,312,7Networks_LH_Limbic_TempPole_11
314.0,7Networks_LH_Limbic_TempPole_12,-20.0,-15.0,-29.0,300.0,17Networks_LH_LimbicA_TempPole_12,LimbicA,Limbic,313,7Networks_LH_Limbic_TempPole_12
315.0,7Networks_LH_Limbic_TempPole_13,-31.0,-23.0,-26.0,479.0,17Networks_LH_DefaultC_PHC_1,DefaultC,Limbic,314,7Networks_LH_Limbic_TempPole_13
316.0,7Networks_LH_Limbic_TempPole_14,-38.0,9.0,-25.0,301.0,17Networks_LH_LimbicA_TempPole_13,LimbicA,Limbic,315,7Networks_LH_Limbic_TempPole_14
317.0,7Networks_LH_Limbic_TempPole_15,-44.0,6.0,-17.0,302.0,17Networks_LH_LimbicA_TempPole_14,LimbicA,Limbic,316,7Networks_LH_Limbic_TempPole_15
318.0,7Networks_LH_Cont_Par_1,-29.0,-77.0,41.0,306.0,17Networks_LH_ContA_IPS_1,ContA,Cont,317,7Networks_LH_Cont_Par_1
319.0,7Networks_LH_Cont_Par_2,-59.0,-41.0,44.0,252.0,17Networks_LH_SalVentAttnB_IPL_2,SalVentAttnB,Cont,318,7Networks_LH_Cont_Par_2
320.0,7Networks_LH_Cont_Par_3,-57.0,-47.0,45.0,339.0,17Networks_LH_ContB_IPL_2,ContB,Cont,319,7Networks_LH_Cont_Par_3
321.0,7Networks_LH_Cont_Par_4,-32.0,-69.0,51.0,341.0,17Networks_LH_ContB_IPL_4,ContB,Cont,320,7Networks_LH_Cont_Par_4
322.0,7Networks_LH_Cont_Par_5,-49.0,-56.0,51.0,342.0,17Networks_LH_ContB_IPL_5,ContB,Cont,321,7Networks_LH_Cont_Par_5
323.0,7Networks_LH_Cont_Par_6,-51.0,-48.0,54.0,343.0,17Networks_LH_ContB_IPL_6,ContB,Cont,322,7Networks_LH_Cont_Par_6
324.0,7Networks_LH_Cont_Par_7,-55.0,-39.0,50.0,307.0,17Networks_LH_ContA_IPS_2,ContA,Cont,323,7Networks_LH_Cont_Par_7
325.0,7Networks_LH_Cont_Par_8,-38.0,-61.0,51.0,344.0,17Networks_LH_ContB_IPL_7,ContB,Cont,324,7Networks_LH_Cont_Par_8
326.0,7Networks_LH_Cont_Par_9,-48.0,-42.0,50.0,308.0,17Networks_LH_ContA_IPS_3,ContA,Cont,325,7Networks_LH_Cont_Par_9
327.0,7Networks_LH_Cont_Par_10,-42.0,-54.0,49.0,345.0,17Networks_LH_ContB_IPL_8,ContB,Cont,326,7Networks_LH_Cont_Par_10
328.0,7Networks_LH_Cont_Par_11,-44.0,-47.0,48.0,309.0,17Networks_LH_ContA_IPS_4,ContA,Cont,327,7Networks_LH_Cont_Par_11
329.0,7Networks_LH_Cont_Par_12,-29.0,-67.0,49.0,310.0,17Networks_LH_ContA_IPS_5,ContA,Cont,328,7Networks_LH_Cont_Par_12
330.0,7Networks_LH_Cont_Par_13,-33.0,-59.0,43.0,312.0,17Networks_LH_ContA_IPS_7,ContA,Cont,329,7Networks_LH_Cont_Par_13
331.0,7Networks_LH_Cont_Par_14,-36.0,-46.0,39.0,313.0,17Networks_LH_ContA_IPS_8,ContA,Cont,330,7Networks_LH_Cont_Par_14
332.0,7Networks_LH_Cont_Par_15,-32.0,-53.0,41.0,314.0,17Networks_LH_ContA_IPS_9,ContA,Cont,331,7Networks_LH_Cont_Par_15
333.0,7Networks_LH_Cont_Temp_1,-59.0,-39.0,-21.0,334.0,17Networks_LH_ContB_Temp_1,ContB,Cont,332,7Networks_LH_Cont_Temp_1
334.0,7Networks_LH_Cont_Temp_2,-55.0,-57.0,-17.0,304.0,17Networks_LH_ContA_Temp_2,ContA,Cont,333,7Networks_LH_Cont_Temp_2
335.0,7Networks_LH_Cont_Temp_3,-60.0,-47.0,-12.0,336.0,17Networks_LH_ContB_Temp_3,ContB,Cont,334,7Networks_LH_Cont_Temp_3
336.0,7Networks_LH_Cont_Temp_4,-62.0,-49.0,-3.0,337.0,17Networks_LH_ContB_Temp_4,ContB,Cont,335,7Networks_LH_Cont_Temp_4
337.0,7Networks_LH_Cont_PFCd_1,-24.0,13.0,52.0,347.0,17Networks_LH_ContB_PFCd_2,ContB,Cont,336,7Networks_LH_Cont_PFCd_1
338.0,7Networks_LH_Cont_PFCl_1,-41.0,51.0,-3.0,353.0,17Networks_LH_ContB_PFClv_2,ContB,Cont,337,7Networks_LH_Cont_PFCl_1
339.0,7Networks_LH_Cont_PFCl_2,-47.0,42.0,4.0,327.0,17Networks_LH_ContA_PFClv_1,ContA,Cont,338,7Networks_LH_Cont_PFCl_2
340.0,7Networks_LH_Cont_PFCl_3,-38.0,50.0,7.0,355.0,17Networks_LH_ContB_PFClv_4,ContB,Cont,339,7Networks_LH_Cont_PFCl_3
341.0,7Networks_LH_Cont_PFCl_4,-51.0,32.0,12.0,328.0,17Networks_LH_ContA_PFClv_2,ContA,Cont,340,7Networks_LH_Cont_PFCl_4
342.0,7Networks_LH_Cont_PFCl_5,-29.0,56.0,10.0,356.0,17Networks_LH_ContB_PFClv_5,ContB,Cont,341,7Networks_LH_Cont_PFCl_5
343.0,7Networks_LH_Cont_PFCl_6,-43.0,38.0,13.0,329.0,17Networks_LH_ContA_PFClv_3,ContA,Cont,342,7Networks_LH_Cont_PFCl_6
344.0,7Networks_LH_Cont_PFCl_7,-49.0,11.0,13.0,267.0,17Networks_LH_SalVentAttnB_Ins_8,SalVentAttnB,Cont,343,7Networks_LH_Cont_PFCl_7
345.0,7Networks_LH_Cont_PFCl_8,-45.0,25.0,20.0,330.0,17Networks_LH_ContA_PFClv_4,ContA,Cont,344,7Networks_LH_Cont_PFCl_8
346.0,7Networks_LH_Cont_PFCl_9,-38.0,46.0,19.0,254.0,17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,Cont,345,7Networks_LH_Cont_PFCl_9
347.0,7Networks_LH_Cont_PFCl_10,-47.0,15.0,25.0,318.0,17Networks_LH_ContA_PFCl_1,ContA,Cont,346,7Networks_LH_Cont_PFCl_10
348.0,7Networks_LH_Cont_PFCl_11,-48.0,7.0,22.0,319.0,17Networks_LH_ContA_PFCl_2,ContA,Cont,347,7Networks_LH_Cont_PFCl_11
349.0,7Networks_LH_Cont_PFCl_12,-29.0,50.0,22.0,255.0,17Networks_LH_SalVentAttnB_PFCl_2,SalVentAttnB,Cont,348,7Networks_LH_Cont_PFCl_12
350.0,7Networks_LH_Cont_PFCl_13,-41.0,33.0,23.0,331.0,17Networks_LH_ContA_PFClv_5,ContA,Cont,349,7Networks_LH_Cont_PFCl_13
351.0,7Networks_LH_Cont_PFCl_14,-43.0,23.0,27.0,321.0,17Networks_LH_ContA_PFCl_4,ContA,Cont,350,7Networks_LH_Cont_PFCl_14
352.0,7Networks_LH_Cont_PFCl_15,-43.0,37.0,29.0,322.0,17Networks_LH_ContA_PFCl_5,ContA,Cont,351,7Networks_LH_Cont_PFCl_15
353.0,7Networks_LH_Cont_PFCl_16,-37.0,8.0,27.0,323.0,17Networks_LH_ContA_PFCl_6,ContA,Cont,352,7Networks_LH_Cont_PFCl_16
354.0,7Networks_LH_Cont_PFCl_17,-45.0,21.0,35.0,349.0,17Networks_LH_ContB_PFCl_1,ContB,Cont,353,7Networks_LH_Cont_PFCl_17
355.0,7Networks_LH_Cont_PFCl_18,-39.0,10.0,33.0,325.0,17Networks_LH_ContA_PFCl_8,ContA,Cont,354,7Networks_LH_Cont_PFCl_18
356.0,7Networks_LH_Cont_PFCl_19,-35.0,32.0,38.0,258.0,17Networks_LH_SalVentAttnB_PFCl_5,SalVentAttnB,Cont,355,7Networks_LH_Cont_PFCl_19
357.0,7Networks_LH_Cont_PFCl_20,-40.0,3.0,37.0,326.0,17Networks_LH_ContA_PFCl_9,ContA,Cont,356,7Networks_LH_Cont_PFCl_20
358.0,7Networks_LH_Cont_OFC_1,-27.0,47.0,-13.0,268.0,17Networks_LH_SalVentAttnB_OFC_1,SalVentAttnB,Cont,357,7Networks_LH_Cont_OFC_1
359.0,7Networks_LH_Cont_PFCv_1,-35.0,16.0,-7.0,261.0,17Networks_LH_SalVentAttnB_Ins_2,SalVentAttnB,Cont,358,7Networks_LH_Cont_PFCv_1
360.0,7Networks_LH_Cont_PFCv_2,-31.0,24.0,-3.0,262.0,17Networks_LH_SalVentAttnB_Ins_3,SalVentAttnB,Cont,359,7Networks_LH_Cont_PFCv_2
361.0,7Networks_LH_Cont_pCun_1,-10.0,-70.0,31.0,360.0,17Networks_LH_ContC_pCun_2,ContC,Cont,360,7Networks_LH_Cont_pCun_1
362.0,7Networks_LH_Cont_pCun_2,-10.0,-73.0,39.0,361.0,17Networks_LH_ContC_pCun_3,ContC,Cont,361,7Networks_LH_Cont_pCun_2
363.0,7Networks_LH_Cont_pCun_3,-4.0,-76.0,45.0,365.0,17Networks_LH_ContC_pCun_7,ContC,Cont,362,7Networks_LH_Cont_pCun_3
364.0,7Networks_LH_Cont_pCun_4,-4.0,-66.0,52.0,369.0,17Networks_LH_ContC_pCun_11,ContC,Cont,363,7Networks_LH_Cont_pCun_4
365.0,7Networks_LH_Cont_Cing_1,-3.0,18.0,23.0,269.0,17Networks_LH_SalVentAttnB_PFCmp_1,SalVentAttnB,Cont,364,7Networks_LH_Cont_Cing_1
366.0,7Networks_LH_Cont_Cing_2,-7.0,-38.0,25.0,373.0,17Networks_LH_ContC_Cingp_2,ContC,Cont,365,7Networks_LH_Cont_Cing_2
367.0,7Networks_LH_Cont_Cing_3,-6.0,-27.0,27.0,374.0,17Networks_LH_ContC_Cingp_3,ContC,Cont,366,7Networks_LH_Cont_Cing_3
368.0,7Networks_LH_Cont_Cing_4,-4.0,9.0,27.0,332.0,17Networks_LH_ContA_Cingm_1,ContA,Cont,367,7Networks_LH_Cont_Cing_4
369.0,7Networks_LH_Cont_Cing_5,-4.0,-13.0,30.0,375.0,17Networks_LH_ContC_Cingp_4,ContC,Cont,368,7Networks_LH_Cont_Cing_5
370.0,7Networks_LH_Cont_Cing_6,-4.0,-1.0,31.0,333.0,17Networks_LH_ContA_Cingm_2,ContA,Cont,369,7Networks_LH_Cont_Cing_6
371.0,7Networks_LH_Cont_Cing_7,-3.0,-32.0,29.0,376.0,17Networks_LH_ContC_Cingp_5,ContC,Cont,370,7Networks_LH_Cont_Cing_7
372.0,7Networks_LH_Cont_Cing_8,-2.0,-23.0,31.0,377.0,17Networks_LH_ContC_Cingp_6,ContC,Cont,371,7Networks_LH_Cont_Cing_8
373.0,7Networks_LH_Cont_PFCmp_1,-4.0,24.0,47.0,358.0,17Networks_LH_ContB_PFCmp_2,ContB,Cont,372,7Networks_LH_Cont_PFCmp_1
374.0,7Networks_LH_Cont_PFCmp_2,-6.0,14.0,53.0,272.0,17Networks_LH_SalVentAttnB_PFCmp_4,SalVentAttnB,Cont,373,7Networks_LH_Cont_PFCmp_2
375.0,7Networks_LH_Default_Par_1,-47.0,-58.0,18.0,436.0,17Networks_LH_DefaultB_IPL_1,DefaultB,Default,374,7Networks_LH_Default_Par_1
376.0,7Networks_LH_Default_Par_2,-47.0,-51.0,20.0,437.0,17Networks_LH_DefaultB_IPL_2,DefaultB,Default,375,7Networks_LH_Default_Par_2
377.0,7Networks_LH_Default_Par_3,-60.0,-53.0,19.0,499.0,17Networks_LH_TempPar_15,TempPar,Default,376,7Networks_LH_Default_Par_3
378.0,7Networks_LH_Default_Par_4,-45.0,-65.0,23.0,378.0,17Networks_LH_DefaultA_IPL_1,DefaultA,Default,377,7Networks_LH_Default_Par_4
379.0,7Networks_LH_Default_Par_5,-44.0,-56.0,26.0,438.0,17Networks_LH_DefaultB_IPL_3,DefaultB,Default,378,7Networks_LH_Default_Par_5
380.0,7Networks_LH_Default_Par_6,-52.0,-55.0,25.0,439.0,17Networks_LH_DefaultB_IPL_4,DefaultB,Default,379,7Networks_LH_Default_Par_6
381.0,7Networks_LH_Default_Par_7,-61.0,-54.0,26.0,440.0,17Networks_LH_DefaultB_IPL_5,DefaultB,Default,380,7Networks_LH_Default_Par_7
382.0,7Networks_LH_Default_Par_8,-46.0,-71.0,30.0,379.0,17Networks_LH_DefaultA_IPL_2,DefaultA,Default,381,7Networks_LH_Default_Par_8
383.0,7Networks_LH_Default_Par_9,-48.0,-64.0,31.0,380.0,17Networks_LH_DefaultA_IPL_3,DefaultA,Default,382,7Networks_LH_Default_Par_9
384.0,7Networks_LH_Default_Par_10,-46.0,-57.0,34.0,441.0,17Networks_LH_DefaultB_IPL_6,DefaultB,Default,383,7Networks_LH_Default_Par_10
385.0,7Networks_LH_Default_Par_11,-55.0,-58.0,33.0,442.0,17Networks_LH_DefaultB_IPL_7,DefaultB,Default,384,7Networks_LH_Default_Par_11
386.0,7Networks_LH_Default_Par_12,-38.0,-77.0,40.0,381.0,17Networks_LH_DefaultA_IPL_4,DefaultA,Default,385,7Networks_LH_Default_Par_12
387.0,7Networks_LH_Default_Par_13,-59.0,-51.0,34.0,443.0,17Networks_LH_DefaultB_IPL_8,DefaultB,Default,386,7Networks_LH_Default_Par_13
388.0,7Networks_LH_Default_Par_14,-47.0,-69.0,39.0,382.0,17Networks_LH_DefaultA_IPL_5,DefaultA,Default,387,7Networks_LH_Default_Par_14
389.0,7Networks_LH_Default_Par_15,-46.0,-62.0,43.0,383.0,17Networks_LH_DefaultA_IPL_6,DefaultA,Default,388,7Networks_LH_Default_Par_15
390.0,7Networks_LH_Default_Par_16,-54.0,-59.0,42.0,444.0,17Networks_LH_DefaultB_IPL_9,DefaultB,Default,389,7Networks_LH_Default_Par_16
391.0,7Networks_LH_Default_Par_17,-37.0,-72.0,49.0,384.0,17Networks_LH_DefaultA_IPL_7,DefaultA,Default,390,7Networks_LH_Default_Par_17
392.0,7Networks_LH_Default_Par_18,-52.0,-51.0,42.0,338.0,17Networks_LH_ContB_IPL_1,ContB,Default,391,7Networks_LH_Default_Par_18
393.0,7Networks_LH_Default_Par_19,-43.0,-65.0,52.0,340.0,17Networks_LH_ContB_IPL_3,ContB,Default,392,7Networks_LH_Default_Par_19
394.0,7Networks_LH_Default_Temp_1,-46.0,7.0,-37.0,423.0,17Networks_LH_DefaultB_Temp_1,DefaultB,Default,393,7Networks_LH_Default_Temp_1
395.0,7Networks_LH_Default_Temp_2,-52.0,-5.0,-32.0,424.0,17Networks_LH_DefaultB_Temp_2,DefaultB,Default,394,7Networks_LH_Default_Temp_2
396.0,7Networks_LH_Default_Temp_3,-59.0,-22.0,-26.0,425.0,17Networks_LH_DefaultB_Temp_3,DefaultB,Default,395,7Networks_LH_Default_Temp_3
397.0,7Networks_LH_Default_Temp_4,-55.0,4.0,-26.0,426.0,17Networks_LH_DefaultB_Temp_4,DefaultB,Default,396,7Networks_LH_Default_Temp_4
398.0,7Networks_LH_Default_Temp_5,-48.0,15.0,-25.0,427.0,17Networks_LH_DefaultB_Temp_5,DefaultB,Default,397,7Networks_LH_Default_Temp_5
399.0,7Networks_LH_Default_Temp_6,-62.0,-15.0,-21.0,428.0,17Networks_LH_DefaultB_Temp_6,DefaultB,Default,398,7Networks_LH_Default_Temp_6
400.0,7Networks_LH_Default_Temp_7,-52.0,7.0,-17.0,485.0,17Networks_LH_TempPar_1,TempPar,Default,399,7Networks_LH_Default_Temp_7
401.0,7Networks_LH_Default_Temp_8,-62.0,-33.0,-14.0,335.0,17Networks_LH_ContB_Temp_2,ContB,Default,400,7Networks_LH_Default_Temp_8
402.0,7Networks_LH_Default_Temp_9,-59.0,-10.0,-14.0,429.0,17Networks_LH_DefaultB_Temp_7,DefaultB,Default,401,7Networks_LH_Default_Temp_9
403.0,7Networks_LH_Default_Temp_10,-65.0,-25.0,-9.0,430.0,17Networks_LH_DefaultB_Temp_8,DefaultB,Default,402,7Networks_LH_Default_Temp_10
404.0,7Networks_LH_Default_Temp_11,-53.0,-4.0,-11.0,486.0,17Networks_LH_TempPar_2,TempPar,Default,403,7Networks_LH_Default_Temp_11
405.0,7Networks_LH_Default_Temp_12,-66.0,-37.0,-6.0,431.0,17Networks_LH_DefaultB_Temp_9,DefaultB,Default,404,7Networks_LH_Default_Temp_12
406.0,7Networks_LH_Default_Temp_13,-52.0,-22.0,-8.0,432.0,17Networks_LH_DefaultB_Temp_10,DefaultB,Default,405,7Networks_LH_Default_Temp_13
407.0,7Networks_LH_Default_Temp_14,-57.0,-31.0,-5.0,433.0,17Networks_LH_DefaultB_Temp_11,DefaultB,Default,406,7Networks_LH_Default_Temp_14
408.0,7Networks_LH_Default_Temp_15,-58.0,-14.0,-4.0,487.0,17Networks_LH_TempPar_3,TempPar,Default,407,7Networks_LH_Default_Temp_15
409.0,7Networks_LH_Default_Temp_16,-63.0,-42.0,1.0,434.0,17Networks_LH_DefaultB_Temp_12,DefaultB,Default,408,7Networks_LH_Default_Temp_16
410.0,7Networks_LH_Default_Temp_17,-49.0,-34.0,-2.0,435.0,17Networks_LH_DefaultB_Temp_13,DefaultB,Default,409,7Networks_LH_Default_Temp_17
411.0,7Networks_LH_Default_Temp_18,-57.0,-24.0,-1.0,488.0,17Networks_LH_TempPar_4,TempPar,Default,410,7Networks_LH_Default_Temp_18
412.0,7Networks_LH_Default_Temp_19,-53.0,-42.0,1.0,489.0,17Networks_LH_TempPar_5,TempPar,Default,411,7Networks_LH_Default_Temp_19
413.0,7Networks_LH_Default_Temp_20,-60.0,-51.0,6.0,490.0,17Networks_LH_TempPar_6,TempPar,Default,412,7Networks_LH_Default_Temp_20
414.0,7Networks_LH_Default_Temp_21,-55.0,-34.0,4.0,491.0,17Networks_LH_TempPar_7,TempPar,Default,413,7Networks_LH_Default_Temp_21
415.0,7Networks_LH_Default_Temp_22,-50.0,-45.0,7.0,493.0,17Networks_LH_TempPar_9,TempPar,Default,414,7Networks_LH_Default_Temp_22
416.0,7Networks_LH_Default_PFC_1,-28.0,17.0,-16.0,459.0,17Networks_LH_DefaultB_PFCv_1,DefaultB,Default,415,7Networks_LH_Default_PFC_1
417.0,7Networks_LH_Default_PFC_2,-33.0,12.0,-12.0,260.0,17Networks_LH_SalVentAttnB_Ins_1,SalVentAttnB,Default,416,7Networks_LH_Default_PFC_2
418.0,7Networks_LH_Default_PFC_3,-36.0,36.0,-12.0,460.0,17Networks_LH_DefaultB_PFCv_2,DefaultB,Default,417,7Networks_LH_Default_PFC_3
419.0,7Networks_LH_Default_PFC_4,-37.0,24.0,-15.0,461.0,17Networks_LH_DefaultB_PFCv_3,DefaultB,Default,418,7Networks_LH_Default_PFC_4
420.0,7Networks_LH_Default_PFC_5,-6.0,32.0,-11.0,286.0,17Networks_LH_LimbicB_OFC_14,LimbicB,Default,419,7Networks_LH_Default_PFC_5
421.0,7Networks_LH_Default_PFC_6,-39.0,50.0,-13.0,352.0,17Networks_LH_ContB_PFClv_1,ContB,Default,420,7Networks_LH_Default_PFC_6
422.0,7Networks_LH_Default_PFC_7,-5.0,55.0,-10.0,411.0,17Networks_LH_DefaultA_PFCm_1,DefaultA,Default,421,7Networks_LH_Default_PFC_7
423.0,7Networks_LH_Default_PFC_8,-46.0,31.0,-11.0,462.0,17Networks_LH_DefaultB_PFCv_4,DefaultB,Default,422,7Networks_LH_Default_PFC_8
424.0,7Networks_LH_Default_PFC_9,-4.0,24.0,-5.0,412.0,17Networks_LH_DefaultA_PFCm_2,DefaultA,Default,423,7Networks_LH_Default_PFC_9
425.0,7Networks_LH_Default_PFC_10,-8.0,46.0,-4.0,413.0,17Networks_LH_DefaultA_PFCm_3,DefaultA,Default,424,7Networks_LH_Default_PFC_10
426.0,7Networks_LH_Default_PFC_11,-49.0,40.0,-7.0,463.0,17Networks_LH_DefaultB_PFCv_5,DefaultB,Default,425,7Networks_LH_Default_PFC_11
427.0,7Networks_LH_Default_PFC_12,-17.0,65.0,-3.0,288.0,17Networks_LH_LimbicB_OFC_16,LimbicB,Default,426,7Networks_LH_Default_PFC_12
428.0,7Networks_LH_Default_PFC_13,-4.0,35.0,-3.0,414.0,17Networks_LH_DefaultA_PFCm_4,DefaultA,Default,427,7Networks_LH_Default_PFC_13
429.0,7Networks_LH_Default_PFC_14,-28.0,58.0,-1.0,354.0,17Networks_LH_ContB_PFClv_3,ContB,Default,428,7Networks_LH_Default_PFC_14
430.0,7Networks_LH_Default_PFC_15,-44.0,29.0,-1.0,464.0,17Networks_LH_DefaultB_PFCv_6,DefaultB,Default,429,7Networks_LH_Default_PFC_15
431.0,7Networks_LH_Default_PFC_16,-9.0,68.0,2.0,415.0,17Networks_LH_DefaultA_PFCm_5,DefaultA,Default,430,7Networks_LH_Default_PFC_16
432.0,7Networks_LH_Default_PFC_17,-52.0,28.0,2.0,465.0,17Networks_LH_DefaultB_PFCv_7,DefaultB,Default,431,7Networks_LH_Default_PFC_17
433.0,7Networks_LH_Default_PFC_18,-45.0,20.0,6.0,466.0,17Networks_LH_DefaultB_PFCv_8,DefaultB,Default,432,7Networks_LH_Default_PFC_18
434.0,7Networks_LH_Default_PFC_19,-6.0,59.0,8.0,416.0,17Networks_LH_DefaultA_PFCm_6,DefaultA,Default,433,7Networks_LH_Default_PFC_19
435.0,7Networks_LH_Default_PFC_20,-6.0,45.0,7.0,417.0,17Networks_LH_DefaultA_PFCm_7,DefaultA,Default,434,7Networks_LH_Default_PFC_20
436.0,7Networks_LH_Default_PFC_21,-55.0,18.0,12.0,467.0,17Networks_LH_DefaultB_PFCv_9,DefaultB,Default,435,7Networks_LH_Default_PFC_21
437.0,7Networks_LH_Default_PFC_22,-20.0,65.0,9.0,418.0,17Networks_LH_DefaultA_PFCm_8,DefaultA,Default,436,7Networks_LH_Default_PFC_22
438.0,7Networks_LH_Default_PFC_23,-2.0,36.0,9.0,419.0,17Networks_LH_DefaultA_PFCm_9,DefaultA,Default,437,7Networks_LH_Default_PFC_23
439.0,7Networks_LH_Default_PFC_24,-9.0,67.0,15.0,420.0,17Networks_LH_DefaultA_PFCm_10,DefaultA,Default,438,7Networks_LH_Default_PFC_24
440.0,7Networks_LH_Default_PFC_25,-3.0,29.0,17.0,421.0,17Networks_LH_DefaultA_PFCm_11,DefaultA,Default,439,7Networks_LH_Default_PFC_25
441.0,7Networks_LH_Default_PFC_26,-23.0,58.0,20.0,445.0,17Networks_LH_DefaultB_PFCd_1,DefaultB,Default,440,7Networks_LH_Default_PFC_26
442.0,7Networks_LH_Default_PFC_27,-5.0,50.0,21.0,446.0,17Networks_LH_DefaultB_PFCd_2,DefaultB,Default,441,7Networks_LH_Default_PFC_27
443.0,7Networks_LH_Default_PFC_28,-8.0,36.0,21.0,422.0,17Networks_LH_DefaultA_PFCm_12,DefaultA,Default,442,7Networks_LH_Default_PFC_28
444.0,7Networks_LH_Default_PFC_29,-16.0,60.0,26.0,447.0,17Networks_LH_DefaultB_PFCd_3,DefaultB,Default,443,7Networks_LH_Default_PFC_29
445.0,7Networks_LH_Default_PFC_30,-5.0,61.0,27.0,448.0,17Networks_LH_DefaultB_PFCd_4,DefaultB,Default,444,7Networks_LH_Default_PFC_30
446.0,7Networks_LH_Default_PFC_31,-21.0,49.0,31.0,257.0,17Networks_LH_SalVentAttnB_PFCl_4,SalVentAttnB,Default,445,7Networks_LH_Default_PFC_31
447.0,7Networks_LH_Default_PFC_32,-3.0,36.0,34.0,357.0,17Networks_LH_ContB_PFCmp_1,ContB,Default,446,7Networks_LH_Default_PFC_32
448.0,7Networks_LH_Default_PFC_33,-3.0,49.0,38.0,449.0,17Networks_LH_DefaultB_PFCd_5,DefaultB,Default,447,7Networks_LH_Default_PFC_33
449.0,7Networks_LH_Default_PFC_34,-12.0,51.0,41.0,450.0,17Networks_LH_DefaultB_PFCd_6,DefaultB,Default,448,7Networks_LH_Default_PFC_34
450.0,7Networks_LH_Default_PFC_35,-20.0,43.0,42.0,385.0,17Networks_LH_DefaultA_PFCd_1,DefaultA,Default,449,7Networks_LH_Default_PFC_35
451.0,7Networks_LH_Default_PFC_36,-47.0,13.0,41.0,350.0,17Networks_LH_ContB_PFCl_2,ContB,Default,450,7Networks_LH_Default_PFC_36
452.0,7Networks_LH_Default_PFC_37,-39.0,24.0,46.0,351.0,17Networks_LH_ContB_PFCl_3,ContB,Default,451,7Networks_LH_Default_PFC_37
453.0,7Networks_LH_Default_PFC_38,-25.0,27.0,44.0,386.0,17Networks_LH_DefaultA_PFCd_2,DefaultA,Default,452,7Networks_LH_Default_PFC_38
454.0,7Networks_LH_Default_PFC_39,-3.0,35.0,47.0,451.0,17Networks_LH_DefaultB_PFCd_7,DefaultB,Default,453,7Networks_LH_Default_PFC_39
455.0,7Networks_LH_Default_PFC_40,-7.0,42.0,52.0,452.0,17Networks_LH_DefaultB_PFCd_8,DefaultB,Default,454,7Networks_LH_Default_PFC_40
456.0,7Networks_LH_Default_PFC_41,-19.0,34.0,50.0,387.0,17Networks_LH_DefaultA_PFCd_3,DefaultA,Default,455,7Networks_LH_Default_PFC_41
457.0,7Networks_LH_Default_PFC_42,-42.0,7.0,49.0,457.0,17Networks_LH_DefaultB_PFCl_1,DefaultB,Default,456,7Networks_LH_Default_PFC_42
458.0,7Networks_LH_Default_PFC_43,-38.0,13.0,56.0,458.0,17Networks_LH_DefaultB_PFCl_2,DefaultB,Default,457,7Networks_LH_Default_PFC_43
459.0,7Networks_LH_Default_PFC_44,-29.0,17.0,56.0,346.0,17Networks_LH_ContB_PFCd_1,ContB,Default,458,7Networks_LH_Default_PFC_44
460.0,7Networks_LH_Default_PFC_45,-22.0,19.0,47.0,388.0,17Networks_LH_DefaultA_PFCd_4,DefaultA,Default,459,7Networks_LH_Default_PFC_45
